988533235603959808,"Oscar Javier Saenz Ruiz","Bogotá, D.C., Colombia"
272568545,"BORIS DAVID OSORIO",""
183241229,"FerRojasParra","Bogota Colombia"
197266208,"Jefferson Caceres","Bogotá, D.C., Colombia"
4835516637,"Carlos Ramirez",""
272077009,"Daniel Medina","Bogotá D.C"
908090941159993345,"Mauricio López",""
28836180,"Otro Andrés",""
292442498,"CosechaDemente",""
886306386312929280,"Chancho",""
2775213445,"Yo??",""
553132041,"Daniel","Bogotá, D.C., Colombia"
357520829,"Fabio Gomez","Bogota, Colombia"
229330271,"Alexander Álvarez G.","Manizales, Caldas"
594928512,"monsalveuribe",""
69469394,"fabio pardo parrado","bogotá d.c."
1143014616,"CARLOS ARIAS","Bogotá - colombia"
1861774850,"narino.info",""
234130696,"Jose Cuesta Novoa","Bogota, Colombia"
266161952,"Diegonorrea.","La Putamierda"
66732794,"john cardozo cruz",""
1184106384,"Maria Isabel Cardona",""
3296593271,"Jacqueline Lombardi","Colombia"
3430534516,"Fabian Eduardo","Bogotá, Colombia"
142117238,"Duelale a quien le duela® ?????","Bogotá, D.C., Colombia"
937399100592533510,"ConRespeto","Colombia"
603808495,"Valentina•",""
1002742415013416960,"Colombia en Paz",""
108087143,"Julian","Bogotá, D.C., Colombia"
290656325,"Vanessa",""
170838841,"M.Tobios","Sincelejo-Colombia"
165398723,"PILAR BARACALDO",""
441260884,"RRFJA","Bogotá - Colombia"
140085570,"LEONO","ny"
373348187,"Isabel","Bogotá, Colombia "
116934629,"Cristian Martinez","Bogota Colombia "
355963944,"Jocker","colombia"
300896463,"alvaro betancur",""
252841523,"Sandra Sarmiento","BOGOTÁ, COLOMBIA"
2717196502,"Diego José Santiago",""
810185071,"nellyalba",""
1321783279,"Kafka","Bogotá, D.C., Colombia"
65635008,"Diego Andres Montiel ??????","Colombia - Bogotá"
3092232545,"Metamorphosis music video",""
230575246,"AndrésO","Colombia"
963955062711209986,"Giovanni Alvis","Bogotá, D.C., Colombia"
338154772,"?","Bogotá, D.C., Colombia"
148883947,"Miguelángel Sierra??","Sierra Nevada de Santa Marta"
897488559187386368,"Adam Smith Liberty?","Los Angeles, CA"
68027704,"Suzanne Guadalupe ?????",""
127567533,"Luis Diego Faustino","Quimbaya, Colombia"
159352902,"Saint Bacon","Nuevo Reino de Granada"
49054678,"Xander Harris","The World"
474537333,"Deivid","Bogotá"
784815784245755905,"Laura Naranjo",""
149948879,"María Mélida Narváez??","ColombiaHumanaYa"
2370014212,"amiracaballero",""
250318764,"alexander diaz","bogota, colombia"
498425085,"Nicolás Arias","Colombia"
517218205,"Uno más del montón ?",""
19742820,"Juan Hernández","Bogotá, Colombia"
3092609308,"Inti Asprilla","Bogotá, D.C., Colombia"
177605596,"Señora Ley","Bogota "
985573296153546752,"Debates para pensar","Bogotá, D.C., Colombia"
3319596183,"Victor Ramirez","Florida, USA"
228560084,"Mar & Luz...zz","colombia"
987927070658453505,"sofia","En algun lugar "
429545687,"adriana lucia guzman","Ibagué, Tolima"
59179735,"LuchyB","EEUU"
395433664,"miguel lozano h","Bogota"
1022640330938699776,"Messi.2018",""
921129930565537793,"Luis Gamez",""
125765158,"Didier Chica","Colombia"
1559043510,"Andrea Rey",""
342889772,"Carlos Ramirez","Bogotá, D.C., Colombia"
195545851,"David Paternina",""
149981613,"#LaPazPrimero","Cali"
266145470,"María B. Bonfante","Cartagena, Colombia"
983170044,"raul acuña","IBAGUE"
380950492,"jenny fajardo",""
722086496,"Mauricio Bermúdez",""
74646815,"crespa","Bogotá, D.C., Colombia"
453007980,"Pablo Romero","Bogota"
1005435523,"MAURICIO VELASQUEZ",""
1049637406952083456,"Katherin Lozada","Bogotá, D.C., Colombia"
71140685,"Bibiana Pineda R.","Bogotá, Colombia."
2284325210,"Karen Oviedo","Colombia"
392975902,"Pdr Cvs.","Bogotá, Colombia"
956553830853947392,"Marlet Sofia Meza",""
1619173878,"Eliberto Afanador H",""
2451821398,"Toro Blanco","Colombia"
1153697203,"Dudodetodo",""
39535404,"Hernando Bernal","Medellín, Colombia."
2804966985,"Juanmapre",""
594780681,"Consuelo Barriga A",""
3959417477,"Ram Res.",""
545120512,"tito bayona",""
956926217722253312,"dahef","Bogotá, D.C., Colombia"
346838312,"Sebastian Magyaroff","Pueblo Alimaña"
205458871,"Viviana León Herrera","Colombia"
834449461,"Elstalkeado","Bogotá, D.C., Colombia"
176950022,"Carlos Villamil",""
127862293,"GEALGOCA",""
284299641,"PUEBLOS DIGNOS","COLOMBIAMIA"
30031942,"Angela G Serrano","Bogotá, D.C., Colombia"
105269195,"Raskolnikov G","Colombia"
956716261886570496,"Vaal ?","San José del Guaviare, Colombi"
1270729260,"James King S.F.1850","no me encuentro"
593404618,"Bogota Mejor ?","Bogota DC "
1040737718215602176,"floridablancamale44","Floridablanca, Colombia"
509468618,"JR",""
175901668,"JUAN PABLO III","Bogotá, D.C., Colombia"
164563029,"hifeds","Bogotá"
201952658,"Camilo A. Reyes","Bogota. Colombia"
581215032,"enilce apraez españa",""
952580454,"Adri- Camacho","Bogotà"
1031934440090550273,"Bryan Suarez",""
949130164025241600,"manuel",""
564076600,"Edward Alvarez","Popayán, Colombia"
60785208,"Wick Allison","Dallas"
65618510,"Oscar Daniel Piñeros","Bogotá, Colombia"
437476281,"pilarcristina","Bogotá, D.C., Colombia"
105646054,"#SomosLaOposición","El Platanal de Bartolo"
149244232,"Sidne Stefany",""
940128697,"UMAR AGUIRRE",""
255217282,"Jaime Pío Ángel","medellin-antioquia-Colombia"
323916539,"Ángela Suárez-Mayorga","Bogotá, D.C., Colombia"
585294676,"Justiciaxxi","Bogotá, D.C., Colombia"
327995957,"Carlos Pachón Cortés","De Boyacá en sus campos "
157681885,"Gilberto Ortiz Sierra ??","Bogota, Colombia"
50103096,"Pffff","Bogotá, Colombia"
394499655,"César Ríos",""
466983455,"Javier Ordoñez","Colombia"
912653146232705026,"Jose Rojas Bega","Bogotá, D.C., Colombia"
90801316,"Jany Anderson Ayala",""
2151924110,"Daniel Navas",""
2181120974,"Guillermo Gómez",""
303485894,"Juan Villalobos 15","La KY"
1026139277338521600,"AboutBlank",""
203705853,"Mikel Arizmendi c.","Bogota- DC"
120571636,"Jeisson Guzman","Chía, Cundinamarca"
2808325823,"rossi","Colombia"
285053218,"Alejandra Whitman","?? "
47514423,"Víctor Mendoza","Bogotá, D.C., Colombia"
769643965654167553,"???A/Ntioqueño__&__ACF??chape.",""
181111599,"Jorge Andrés Cortés","Bogotá, COL."
2419904984,"Argus","Colombia"
3207724756,"Hernando Rodriguez","Bogotá, Colombia"
28917852,"Hector Fabio Meza","Colombia"
67667439,"Sr Sarcasmo","Punxsutawnew"
3075028654,"?Gee",""
1052133572994375680,"Narly Espinosa",""
1031223929657073665,"Raquel camargo",""
62079577,"Luis Felipe García G",""
356373712,"Planeación Bogotá","Bogotá"
2507756692,"Claudia E. Gamboa ?","Bogotá, Colombia"
316166966,"oscar eduardo diaz","bucaramanga"
1482725774,"?Felipe?","Bogotá- Colombia"
262442571,"Alejandra Naranjo","Bogotá, D.C., Colombia"
722499159874531328,"Bogotá Suena","Bogotá, D.C., Colombia"
794623827779211264,"Tiriaaaaa?","Soacha "
3425045980,"un ciudadano más",""
914491170662776834,"SirChurchill",""
181242678,"Jeisson Isaza","De Colombia para el Mundo "
206065076,"Antonio Paz Cardona","Bogotá-Colombia"
2249851931,"COLOMBIA IMPUNE",""
103711787,"Jhon J.",""
122602818,"Hetor!!!",""
783133856,"gustavo guzman",""
238767156,"Francisco Castillo M","Bogotá, Colombia"
796489023405621248,"Augusto De La Ossa",""
1104806857,"Solito ?",""
736586228,"Francisco TruBa",""
88704858,"Luis Carlos","colombia"
2496272095,"OSCAR ROMÁN CABRA",""
3001626879,"Cristian Guzmán","Colombia"
2239301473,"Javier Lopez Agudelo",""
291951487,"Daniel Chisino Vega","Bogotá D.C."
176490655,"Jorge León.","?"
705984325909618689,"Elbert",""
2290698902,"miguel",""
67946028,"Daniel Bernal","Bogotá"
163843045,"Arrubla Juan Carlos","Colombia"
161041339,"Don Gato ®","Quibdó, Colombia"
3413182803,"pedro ramirez castañ",""
2772969323,"Contrabando",""
881390283925094400,"daniela",""
75318869,"GABRIELA  AG.",""
462477752,"Mateo Restrepo E","Bogota"
87541535,"Diego Niño","Bogotá, Colombia"
224300917,"ElDesmemorioso","Colombia"
152488765,"CGarciaT","Bogotá, D.C., Colombia"
269521468,"Eris","Lejos"
224677704,"Andrés Cabrera ?","Lima, Peru"
717798360770605056,"#FUERAPEÑALOSA",""
46530805,"Julio Cesar Amaya","Bogotá"
4866957346,"OCAMPO ABOGADOS","Bogotá, Colombia"
247237771,"JRB",""
77219495,"John F. Cortés","BOGOTA D.C."
2407402819,"René  Ayala",""
993870674858053632,"Alejandro Morales","Colombia"
797590429541761024,"Emigraldo","Msnizalez"
4909885156,"Paula.",""
1030066058827362304,"Guillermoandres","Turmequé, Colombia"
2297531063,"@Sindualidad??","Colombia"
1000585706,"Freddy Rojas",""
494116665,"J S Contreras","Bogotá"
115262612,"Francisco Castañeda","Bogotá D.C."
139086342,"Chechimartinez",""
586850484,"Juliana","Neptuno "
130516360,"Mike Jimenez","Bogota"
99715006,"Elisabeth Castañeda?","Bogota"
3371682471,"Valeria","Bogotá, D.C., Colombia"
983067712757862400,"Jose Euclides Pulido Garcia","Bogota"
979883750686363648,"César Sanguino Ochoa","Santander, Colombia"
205311584,"LEONARD GERMÀN TORRES R","Colombia"
62865891,"Ville Hermanni Valo","Bogotá, D.C., Colombia"
223579953,"Camila","Bogotá, Colombia"
356570914,"III@RIO","yopal casanare"
28623830,"Ronald Sáenz",""
242011144,"Gabriel Rodríguez G.","Colombia"
58933732,"Majo Jiménez","Colombia"
766717915,"Elena Montañez",""
967862497834356736,"Carlos López",""
816089048175575047,"Francisco D.",""
21087019,"maria nelly","colombia"
53379394,"Damian Pachon","Colombia"
1026375488,"esperantu",""
289985318,"Melisa Garcia","colombia "
361879521,"Nestor",""
1180189741,"Leo San",""
176441586,"Carleo Fals","colombia"
729821244045004800,"Elizabeth Cárdenas C",""
788786450565390340,"Vladimir Acosta","Bogotá, D.C., Colombia"
141756942,"Sergio Ramirez","Bogotá, D.C., Colombia"
623191899,"wilinton pedroza León","Bogota"
80479820,"Dianyta Pedreros M.","BOGOTÁ, DC."
1056621873432326144,"mofer.anticorrupción","CUCUTA"
795291109,"Mágico Lolo","Bogotá, D.C., Colombia"
3766821376,"Albertohenao",""
1057246946606366720,"Aldo",""
935769409,"JAVIER HERNÁNDEZ ORTIZ",""
139037376,"Mazuma",""
924365235204579331,"Kike Guzman",""
3171270540,"Fabian Molina",""
278319640,"rosario tijeras",""
89884628,"Carlos Aparicio","Latitud 33"
330715431,"Jorge E C C","Colombia"
803252489680207872,"Camilo.","Bogotá D.C. - Colombia."
435395431,"SALOMEEEEEE~?","Bogotá, Colombia"
355784608,"Alejandro Olave",""
2559695364,"Juan Martín Gomez","Bogotá, D.C., Colombia"
963034099,"Carolina Useche",""
79611433,"Juan M Arciniegas","Bucaramanga"
918580886987296768,"Sibel Gamboa",""
218337183,"Efrain Mantilla®786","colombia"
1003927880,"Páramo Savers ONG","Bogotá, D.C., Colombia"
549495392,"Pedro Claver Giraldo","Colombia, Cauca, Popayán"
148327030,"JULIO GARAY",""
951599849077723143,"Rafael Morales Lemus",""
335008085,"John Sepulveda",""
620308058,"María Alejandra","Colombia"
339646109,"jose vicente patiño",""
837345923973931009,"Alfredo Arango","Valle del Cauca, Colombia"
147376751,"JoseA","Bogotá, Colombia"
153209734,"Lagos de Menegua","Puerto Lopez-Colombia"
109937703,"Edwin Mora Gómez","Bogotá, Colombia"
1362826128,"María",""
1097335747,"Ricardo Andres Cano",""
1025064254846775296,"En la Jugada.",""
104826001,"?lHombrecitoSinBarb?","Bogotá, D.C., Colombia"
322720137,"Jairo Martín","Cartagena de Indias"
158534602,"Richard Porras","Bogota"
751188300338196481,"EL JAVI","Neiva, Colombia"
92571450,"Angie C.","Bogota, Colombia"
258903470,"Jhojan Velandia Sanz","Colombia"
128009568,"Victor Hugo Arcila Vargas","Cáceres, Antioquia, Colombia"
863908284,"Andres Borgir","BOGOTA COLOMBIA"
404544216,"Christian Puentes","Bogotá"
3805257737,"Antioqueña No Paisa",""
735696045779230720,"JulyA","Bogotá, D.C., Colombia"
204476152,"AKA Jean Paul","Talagante, Chile"
756608443067367425,"Alejandro Jiménez-Schröder","Bogotá, D.C., Colombia"
340629124,"SeHeVe","Ayapel, Colombia"
3095362227,"Daniel A Ramirez V","Pereira"
1059815873924554755,"Daniel Garcia","Sucre, Colombia"
144181847,"Juan Duque","Bogota"
4324672276,"Alexandra.","Funza, Colombia"
296637311,"jorgeearciniegas",""
275665596,"JUAN PABLO ????","Bogota, colombia"
143510107,"Oscarajin ??","Bogotá, D.C., Colombia"
1020380466380181509,"COLOMBIA Tierra fértil.","Villavicencio, Colombia"
284774946,"Alfonso Pinzón Rosas","Bogotá, D.C., Colombia"
1283329698,"MauricioB",""
62357845,"Retwitteado ando",""
2880301384,"?Jonnathan?",""
745456405344321536,"Dei",""
175065222,"Juliana Quiroga",""
29885219,"Mauricio Jaramillo C","Bogota D.C."
780417582302171136,"arley cañon",""
162220870,"Zamir","Bogotá, D.C., Colombia"
1016334551617036288,"Carlos",""
171264197,"Lucho",""
1170310964,"Susanita Tiene Un Raton","Villavicencio, Colombia"
2809750927,"Yair Ernesto Gonzale",""
255299017,"Nancy Fiallo Arake ????","Colombia"
212667986,"Chía Humana??","Chía, Colombia"
1041497324,"Jason",""
4767014691,"German Reina",""
933123519931715584,"Marymat Parra",""
587080188,"Juan Carlos Melendez",""
3156786989,"Alberto Pardo Elizal",""
286315030,"Johana Gonzalez","Tunja, Colombia"
981527159431942144,"DA Acosta",""
225398369,"Angel MR","Centro Democratico"
787869157,"Elías",""
175507812,"¡Juano!","colombia"
129270950,"JOHO MD.","BROOKLYN NY"
1249888620,"zarrapiaydulcita","Bogotá"
102483203,"Israel García V","Santa Marta, Magdalena"
179734959,"Cristian Barragán C","Bogotá, Colombia"
48087492,"Polo Democrático","Colombia"
1026251208938450944,"Jaime Suarez R.","Colombia"
224038526,"gelber pinto ocando","Colombia"
251399641,"David A Rincón Valenzuela","Bogotá, Colombia"
303354162,"Brayan_Chaparro","Colombia"
94193339,"Fabián L.","Bogotá, D.C., Colombia"
381031825,"Carlos",""
1923674496,"José Blas","Santiago de Cali"
439245060,"Andres Daza","Colombia"
473472787,"LeTrina_",""
271225606,"Alvaro",""
996868846446358528,"juan pablo pedraza",""
627844675,"wilmerj","Bogotá, D.C., Colombia"
330076319,"Marco Tellez","Bogota, Colombia"
148753385,"Alfredo Niño C.","colombia"
21545598,"Australian Skeptics","Australia"
191252570,"Pardito",""
274158441,"José Alirio Rojas C.","Colombia"
106251537,"Carlos M Pena J","Bogotá, D.C., Colombia"
859793879796785156,"Jessica Cantor","Bogotá, D.C., Colombia"
3015274750,"Hernan Garzon",""
867652505622237185,"felipe gaitan",""
1544888156,"Rufayfereñismo","Bogotá D.C."
841673894343909376,"SandraMilena cipamoc","Tunja, Colombia"
265686170,"Julio Chaparro","Worldwide"
2554026871,"REPÚBLICA BANANERA",""
138660622,"Edwin Tamayo Rueda","Bogotá • Colombia"
391713805,"flor martinez",""
77596661,"Ever Rojas","Bogotá, Colombia"
948538387803320320,"Adela camargo","Bogotá, D.C., Colombia"
1639244521,"Juan Manuel Fajardo",""
45613543,"Camilo Urbano",""
175130896,"s???o? ??pu?x?|?","Bogotá D.C."
561144338,"MARY LARA",""
2753341311,"Julian martinez",""
332894388,"John L",""
207933192,"Ingeniero Rojo","Bogotá D.C.  -  Colombia"
122815526,"luis ruiz","pereira colombia"
876092007445409792,"Giovanni",""
1047576369461432320,"Pitiyankee??","Envigado, Colombia"
566829759,"Emilio","bogotá"
930554116690018305,"Ali Salin Zakzuk C",""
2405223462,"JMauroCM",""
1405997238,"Ansetom Economista emprendedor",""
453302393,"Juan Manuel",""
319967343,"Julián Benavides",""
268604284,"Diego Muñoz C",""
1165657604,"Sridevi Rao Ph.D","Hyderabad, Telangana"
204607309,"angela botero","BOGOTA"
345904926,"Yesith ? Lima??","En Alguna Parte Robando WIFI"
176277760,"ExTinto","Aldea Hobit"
586572148,"jhor73","Region Caribe"
4865221246,"Leonardo Rodríguez","Bogotá, D.C., Colombia"
286937753,"Alejandra Malaver.","Bogotá, Colombia"
943119599364648960,"Nicanor Salcedo",""
1034285897695543296,"Chechi Taborda",""
1023522639011303424,"David R Murcia S","Envigado, Colombia"
226021105,"MAURICIO DOZA","colombia"
133366910,"Sebas Ojeda","Bogotá"
3002642807,"Juan David Sánchez Leiva","Cajica"
1150863127,"Rómulo",""
398103594,"EL INSENSATO","BOGOTA - COLOMBIA"
1024734931740762112,"Nora Isabel Pelaez","EL TABLAZO RIONEGRO.ANT. COL."
973748679755620354,"???Moon???",""
4120147457,"Fernando Aparicio",""
937689079977840641,"Eduardo",""
46547280,"Mario Acosta","Bogotá, Colombia"
934290464328572928,"Sergio Morales","Bogotá, D.C., Colombia"
3079320593,"Maria Jose Ramirez","Bogotá "
1138212938,"Alejandro Alvarez B","Colombia"
937718815965708288,"SomosPanasColombia","Bogotá, D.C., Colombia"
727380897109053442,"Manuel Romero","Medellín, Colombia"
629827093,"Angry parrot",""
2470138009,"Diana Alfonso","Bogotá"
57393353,"Carlos Ibarra","Bogotá, Colombia"
515939683,"AlejoNB","Bogotá, Colombia"
2941562105,"Lagartija?","Colombia"
75925291,"JAIME NEIRA NEIRA","Barranquilla"
823734967,"Alma",""
771829170,"Kahelth Sebastian","Bogotá - Colombia"
2708742851,"Javier Barahona",""
896593532571570176,"Juan Manuel Acevedo","Bogotá "
2771265177,"Miguel Florez","Bogotá, D.C., Colombia"
593027311,"paulo ortiz","Ipiales"
1041826689515483136,"Manuel Tobon",""
103728535,"Elena Velasco","Bogotá, D.C., Colombia"
38289910,"CarlosElMagnánimo",""
469819328,"Flavio Restrepo Gómez","Colombia"
259787966,"German Arturo Garcia","Bogota, Colombia"
760847858706722816,"extrapalmira","Palmira, Colombia"
549724936,"Lucho",""
127976562,"¥ Fher ¥","Santiago de Cali - Colombia"
248859910,"Juan","Bogotá"
859112134344626176,"Bacan","Bogotá, D.C., Colombia"
736729382618836993,"John N. Ocanpo R.",""
1050904537681326080,"Merlinasabia",""
2997907821,"Laura Amaranta C.",""
2448265740,"Sergio David??","Bogota,  Colombia"
1289850626,"Helbert ))oo/M((","Bogotá, D.C., Colombia"
3809272041,"Luz Milena Sarmiento",""
156420788,"Jorgeduranlopez ?","Por ahí !!"
397694044,"Clarisah",""
1020045546734702597,"eugenavi@hotmail.com",""
990637831465914371,"Patricia López Paz",""
2583157253,"luis hernandez","Bogotá, D.C., Colombia"
127927379,"Mariano Useche","Colombia"
612296586,"Nicolás Colmenares","Bogotá, Colombia."
1432131242,"AngieCrab",""
140512150,"ROCIO SELENE RUIZ","Cali Colombia"
981746722316668928,"Sonia Sarmiento",""
1028460544003584001,"Diego Guastavino",""
981897197385125888,"Ozkr42",""
2892671080,"REPUBLICA","“Non nobis Domine non nobis sed Nomini Tuo da gloriam”"
705895391414370304,"Javier Sandoval",""
509729381,"Neggrita"," SOY COLOMBIA ??"
706632062426599424,"Raul Blanco","Bogotá, DC, Colombia"
945717773115719681,"C A R L O S  Q U I R O G A.","Bogotá, D.C., Colombia"
823565256907747329,"Marleny Vargas",""
128762788,"Ricardo Montoya","Antioquia, Colombia"
281760962,"Mario Ariza","Panamá "
50054896,"Ricardo Ladino R.","Chía, Cundinamarca, Colombia."
591406925,"Laura Rodríguez","Barrancabermeja, Colombia"
1377080857,"Abdel Rahman Zorgan","Jordan "
344838272,"Camilo Rueda ??","Bogotá, DC"
636396030,"PAULA GONZALEZ",""
549807317,"miosvaor",""
3951423383,"Guillermo Ortiz","Bogotá, D.C., Colombia"
583378643,"giovaland",""
128402361,"Camilo Alfonso","Bogotá DC"
1497095450,"JHON MAC KLEIN","BOGOTA"
406674460,"Jessica Harman",""
22513013,"Omar A González","Bogotá DC"
307533427,"@The_Tuitero","Colombia"
43714227,"David A. Cepeda","Bogotá"
1018890617508827138,"Mauricio García","Bogotá, D.C., Colombia"
21218666,"Esteban Rodriguez A","127.0.0.1"
314824426,"Vivianita G.",""
309007937,"Red de Apoyo","Bogota, Colombia"
1589811950,"Sebastián Giraldo R.","Perth W.A"
57870175,"Ricardo Toro",""
728621777702641664,"NW Historic Graffiti","Manchester, England"
1389451004,"Juan Diego Gómez","Colombia"
2996647597,"ignacio Oliva",""
72679524,"Jaivarud","Bogotá"
329422736,"Neiger Amaya","Los Angeles, CA"
285873471,"Ivándonata","Bogotá, D.C., Colombia"
979074939188891649,"Daniel Salgo",""
1332710227,"KevinB",""
44926610,"David Olave-Rojas",""
2547618713,"JUSTICIA+AMOR= P A Z","Medellín, Colombia"
2806653707,"Alien","Vía lactea"
942694886633066496,"José Manuel Pérez Zapata","Medellín, Colombia"
707030639,"VOTO EN BLANCO COL","Colombia"
3031331043,"MariaMercedesLopez",""
355029350,"paulissss","Drogotá"
1010988854013300737,"Ciudadano",""
2273756119,"RAFAEL EDO TORRES","Medellín, Col"
146672874,"yesid ortiz co","bogota"
315430555,"francisco  fuentes",""
889254230,"YLESNEYDER",""
45008630,"Miss Halfway ?","Ciudad Autónoma de Buenos Aire"
110281419,"Maria C Alvarez","Bogotá, D.C., Colombia"
78807273,"Fabioki","Here"
499243418,"diego suarez",""
324720390,"Cesar Diaz",""
444800735,"Camilo Torres T","Villavicencio-Meta"
396694522,"Katherine Vargas","Bogotá"
1041175963718090752,"Ivan Rojas","Bogotá, D.C., Colombia"
148802746,"DAVID GALVIZ","París, Francia"
1073511320,"lux nubby",""
92225815,"Wanito ?","Away in time"
3066098345,"Soy Divergente","Colombia"
